ID,Title,Authors (IDs),Authors (names),Base texts (IDs),Base texts (names)
41715,Aghapradīpikā,,,,
41713,Aghaprakāśikā,,,,
41722,Aghasaṃgraha,,,,
41723,Aghasaṃgrahadīpikā,,,,
41721,Aghasaṃśayatimirādityasūtra,,,,
41720,Aghaśataka,,,,
41716,Aghavāḍava,40234,Viśveśvara,,
41717,Aghavimocana,,,,
41719,Aghavivecana,40738,Rāmacandra,,
41718,Aghaviveka,40736,Nīlakaṇṭḥadīkṣita,,
41700,Agnihotrakarman,,,,
41702,Agnihotramantrārthacandrikā,86309,Vaidyanātha Tatsat,,
112245,Agnihotravidhi,,,,
41703,Agnihotridāhavidhi,,,,
41694,Agnikārya,,,,
41695,Agnikāryapaddhati,,,,
41985,Agnimāndyacikitsā,,,,
41696,Agninirṇaya,40720,Kamalākara,,
104086,Agniniścaya,,,,
113065,Agnipurāṇa,40974,Vyāsadeva,,
95919,Agnirahasyopaniṣad,,,,
41698,Agnisandhānavacana,,,,
41699,Agnisthāpana,,,,
106338,Agnisthāpanavidhi,,,,
41676,Agniṣṭomaprayoga,85963,Govinda Śeṣa,,
107361,Agnivāsaphala,,,,
88467,Agrapradīpadhāraṇīvidyārāasūtra,,,,
95770,Ahamarthaviveka,87983,Viśvakeśavācārya,,
97099,Āhāra,,,,
42142,Āhāraṇīṭīkāvyākhyā,40906,Śrībhāṣyaśrīnivāsāryasuta,,
41911,Āhāravarjyāvarjyapadārthāḥ,,,,
93400,Āhnikavyākhyā,86459,Pādukāsevaka Rāmānuja Yati,,
113388,Ahorātra Jajña kriyā,,,,
104480,Aijheruvarṇana,,,,
113068,Aitareya Āraṇyaka,112790,Mahidāsa,,
112791,Aitareya Brāhmaṇa,112790,Mahidāsa,,
95920,Aitareyopaniṣad,,,,
97547,Aitihyatattvarāddhanta,,,,
88742,Aitihyatattvarādhāna,85230,Nimbarka,,
104482,Ajamodāvarṇana,,,,
111613,Ajapāgāyatrīstotra,,,,
88054,Ajātaśatrukaukṛtyavinodana,,,,
104467,Ajayapālavarṇana,,,,
42337,Ajīrṇakaṣāyavidhāna,,,,
41369,Ajīrṇamañjarī,40431,Kāśīnātha,,
111646,Ajīrṇamañjarī,111645,Vaidyarāja,,
41370,Ajīrṇamañjarī - commentary,40432,Rājānaka bhagavanta,41369,Ajīrṇamañjarī
41371,Ajīrṇamañjarī - commentary,40433,Rāmanātha vaidya,41369,Ajīrṇamañjarī
41372,Ajīrṇamañjarī- commentary,40434,Bāladeva,41369,Ajīrṇamañjarī
42362,Ajīrṇanidāna,,,,
42177,Ajīrṇauṣadhi,,,,
42112,Ajīrṇavātajvaracikitsāvidhi,,,,
42110,Ajīrṇavāyvauṣadha,,,,
41864,Ajīrṇavyādhicikitsā,,,,
89569,Ājita,85452,Paritoṣa Miśra,88598,Tantravārttika
95921,Ajitaśāntistava,,,,
107388,Ajita‧tīrthaṅkara‧purāṇa‧tilakam,107328,Ranna,,
88630,Ajñānabodhinī,85218,Śaṃkara,,
93578,Ajñānadhvāntacaṇḍabhāskara,86514,Amareśvara Śāstrin,,
91520,Ajñātoñchakulaka(prakaraṇa)vṛtti,86037,Ānandavijaya,,
41688,Akālabhāskara,40714,Śambhunāthasiddhāntavāgīśa,,
112822,Akālajñānaparikṣa,112821,Svāmivallabha yashavanta,,
42252,Akalaṅkasamhitā,40942,Śāntappa,,
92209,Ākāṃkṣāvādārtha,86177,Raghudeva Nyāyālaṃkāra Bhaṭṭācārya,,
41813,Akārādi(vaidya)nighaṇṭu,40823,Amṛtanandin,,
110996,Ākāśabhairavatantra,,,,
93655,Ākāśādhikaraṇavāda,86561,Anantācārya,,
88266,Ākāśagarbhasūtra,,,,
105277,Ākāśamārgayātrā,,,,
95179,Ākāśanirūpaṇa,87459,Lakṣmīdatta,,
92236,Ākāśavicāra,86184,Nārāyaṇācārya,,
91484,Ākāśopanyāsa,86023,Citsabheṣānanda Tīrtha,,
41691,Akhaṇḍādarśa,40717,Akhaṇḍa,,
93193,Akhaṇḍārthabhaṅga,86406,Dharmapurīśa,,
95728,Akhaṇḍārthatvalakṣaṇakhaṇḍana,87946,Veṅkaṭeśa Nṛsiṃhācārya,,
94163,Akhaṇḍasvarūpavāda,86763,Ālaga Śiṅgarācārya,,
94962,Akhaṇḍātmaprakāśikā,87276,Gopālānanda Sarasvatī,,
105275,Ākheṭakavidyāvicāra,,,,
111778,Ākhyātacandrikā,111777,Bhaṭṭamalla,,
112212,Ākhyātaprakriyā,85564,Anubhūti Svarūpācārya,,
91794,Ākhyātārthanirūpaṇa,86105,Khaṇḍadeva,,
90758,Ākhyāta(śakti)vāda,85826,Raghunātha Śiromaṇi,,
90904,Ākhyātavāda,85863,Jānakīnātha Bhaṭṭācārya Cūḍāmaṇi,,
92272,Ākhyātavāda,86189,Gadādhara Bhaṭṭācārya,,
95512,Ākhyātavādaṭīkā,87754,Siddhicandra,,
41843,Ākkaracikitsā,,,,
41689,Akṣamālāpratiṣṭhā,,,,
95922,Akṣamālikopaniṣad,,,,
108281,Akṣaracintāmaṇi,,,,
91497,Akṣarārthadīpikā on Śāntisūri's Jīvavicāra,86028,Īśvarācārya,89361,Jīvavicāraprakaraṇa and Avacūri thereon
90801,Akṣarārthalavaleśa on the Uttarādhyāyanasūtra,,,96173,Uttarādhyāyanasūtra
94884,Akṣarārthavyākhyā on Vedānta Deśika's Sarvārthasiddhi,87221,Devanātha Tātācārya,"90206, 90206","Tattvamuktākalāpa and Sarvārthasiddhi thereon, Tattvamuktākalāpa and Sarvārthasiddhi thereon"
88095,Akṣaraśataka,85099,Āryadeva,,
113987,Akṣaratantra,109808,Āpiśali,,
105325,Akṣatanirīkṣaṇa,,,,
88122,Akṣayamatinirdeśasūtra,,,,
88594,Akṣayamatiparipṛcchāsūtra,,,,
108279,Akṣayatṛtīyādānavidhi,,,,
93380,Akṣayatṛtīyāvyākhyāna JRK 1),86455,Kṣamākalyāṇagaṇi,,
88056,Akṣobha(tathāgatasya)vyūhasūtra,,,,
95923,Akṣyupaniṣad,,,,
88190,Akutobhayā on the Madhyamakakārikās,85112,Piṅgala,88078,Madhyamakakārikās
97951,Ālamandāru,,,,
97957,Ālamandāruvyākhyā,,,97951,Ālamandāru
88418,Ālambanaparīkṣā and Vṛtti thereon,85154,Dignāga,,
88859,Alaṃkāra,85251,Prajñākaragupta,88577,Pramāṇavārttika and Bhasya
93016,Alaṃkāra on Bhavanātha's Nayaviveka,86336,Dāmodara,89292,Nayaviveka
41305,Alaṃkāramañjarī,40347,Trimallabhaṭṭa,,
91912,Ālaṃkārapariṣkara,86116,Viśvanātha Nyāyasiddhānta Pañcānana,,
110256,Alaṃkarasaroddhāra,110250,Bhīmasena Dīkṣita,41242,Kāvyaprakāśa
114192,Alaṅkāracandrikā,40677,Vaidyanātha Pāyaguṇḍe,41631,Kuvalayānanda
41220,Alaṅkārakaustubha,40234,Viśveśvara,,
41221,Alaṅkārakaustubha,40232,Veṅkaṭa,,
41222,Alaṅkārakaustubha,40236,Kalyāṇasubrahmaṇya,,
41223,Alaṅkāramuktāvali,40234,Viśveśvara,,
41224,Alaṅkārapradīpa,40234,Viśveśvara,,
41232,Alaṅkāraprakāśikā,,,,
41245,Alaṅkārarāghavaṃ,40263,Yajñeśvara,,
41322,Alaṅkārarahasya,40376,Prabhākara,,
108965,Alaṅkāraratnākara,108964,Śobhākareśvaramitra,,
41234,Alaṅkārasaṃgraha,40243,Amṛtānanda,,
41235,Alaṅkārasaṃgraha,,,,
110502,Alaṅkārasārasyiti,110250,Bhīmasena Dīkṣita,41242,Kāvyaprakāśa
41236,Alaṅkārasarvasva,40247,Kṛṣṇa,,
108906,Alaṅkārasarvasva,108893,Ruyyaka,,
108960,Alaṅkārasarvasvasañjivanī,110445,Vidyācakravartin,108906,Alaṅkārasarvasva
108958,Alaṅkārasarvasvavyākhyā,108957,Samudrabandha,108906,Alaṅkārasarvasva
114203,Alaṅkārasurabhi,114201,Bholashankar Vyas,41631,Kuvalayānanda
108943,Alaṅkāravimarśinī,85501,Jayaratha,108906,Alaṅkārasarvasva
112339,Alaṅkārodāharaṇa,112338,Jayadratha,,
90435,Ālāpaka,85671,Kulamaṇḍana Sūri,,
93381,Ālāpapaddhati,86455,Kṣamākalyāṇagaṇi,,
108586,Allopaniṣad,,,,
89693,Ālocanā,85486,Padmanandin,,
89173,Ālocana on Somānanda's Śivadṛṣṭi,85352,Abhinavagupta,88942,Śivadṛṣṭi
94481,Āloka on Akalaṅka's Siddhiviniścaya,86910,Mahendra Kumāra,88827,Siddhiviniścaya
89185,Āloka on Bhaṭṭa Ārcaṭa's Hetubinduṭīkā,85355,Durveka Miśra,88733,Ṭīkā
91198,Āloka on Kaivalya Upaniṣad,85939,Vijñānabhikṣu,96008,Kaivalyopaniṣad
91202,Āloka on Kapila's Sāṃkhyasūtras,85939,Vijñānabhikṣu,90384,Sāṃkhya(pravacana)sūtras
91199,Āloka on Muṇḍaka Upaniṣad,85939,Vijñānabhikṣu,96056,Muṇḍakopaniṣad
91200,Āloka on Praśna Upaniṣad,85939,Vijñānabhikṣu,96094,Praśnopaniṣad
95743,Āloka on Rāghavendra Tīrtha's Kaṭhopaniṣatkhaṇḍārtha,87962,Vijñānabhikṣu,91858,Khaṇḍārtha on Kaṭha Upaniṣad
91203,Āloka on Taittirīya Upaniṣad,85939,Vijñānabhikṣu,96149,Taittirīyopaniṣad
88914,Āloka on the Aṣṭasāhasrikāprajñāpāramitāsūtra and  Abhisamayālaṃkāra,85269,Haribhadra,"88231, 88042","Abhisamayālaṃkāra, Aṣṭasāhasrikāprajñāpāramitāsūtra"
88450,Ālokamālā,85163,Kambala,,
95815,Alpadevatāsūtra,,,,
104491,Āluvarṇana,,,,
92447,Amadhyaspṛṣṭagotraśuddhivicāra,86205,Puruṣottama Pītāmbara,,
41926,Āmagrahaṇīśulacikitsā,,,,
42121,Āmakuṭhāracūrṇavidhāna,,,,
93979,Amalā on Laugākṣi Bhāskara's Arthasaṃgraha,86653,Pramathanātha Tarkabhūṣaṇa,92248,Arthasaṃgraha
95080,Amalā on the Pādukapañcaka,87381,Kāḷīcaraṇa,,
95816,Amalākaravaṇṇa,,,,
104472,Āmalakīmāhātmya,,,,
104470,Āmalakīvarṇana,,,,
109016,Amalanātipirāṉ,109015,Tiruppāṉāḻvār,,
93822,Āmanamnityatva on the Bhagavadgītā,86618,Śāradācaraṇa Mitra,42214,Bhagavadgītā
89599,Amanaskayoga,85454,Gorakṣanātha,,
89373,Amanskārādhāra,85393,Maitrīpa,,
104493,Amarabelavarṇana,,,,
41506,Amarakośa,109572,Amarasiṁha,,
41507,Amarakośa - commentary,40418,Bharatamallika,41506,Amarakośa
111245,Amarakośa Ṭīkā,41170,Bhānujī,41506,Amarakośa
41552,Amaraṭīkāsarvasva,40623,Sarvānanda,,
109616,Amaraughaprabodha - short recension,85454,Gorakṣanātha,,
42343,Amaravalyauṣadhanirmāṇakrama,,,,
112285,Amaraviveka,112284,Maheśvara,41506,Amarakośa
109144,Amaruśataka,109143,Amaru,,
95924,Amātakaravaṇṇanā,,,,
89573,Amauraghaprabodha - long recension,85454,Gorakṣanātha,,
104474,Āmavātacikitsāvidhi,,,,
41925,Āmayacikitsā,,,,
41791,Āmayacikitsāṭīkā,,,,
94552,Ambakartṛ on Bhartṛhari's Vākyapadīya,86953,Raghunātha Śarman,88354,Vākyapadīya
94882,Ambalaṃgoda on Anuruddha's Nāmarūpapariccheda,87219,Devaṇanda,,
105169,Aṃgaparīkṣā,,,,
88071,Amitābhavyūhasūtra,,,,
41998,Āmlapaityauṣadhanirmāṇavidhi,,,,
105077,Amlapittarogopacāra,,,,
42400,Amlavetasanirūpaṇa,,,,
104476,Amlavetavarṇana,,,,
95031,Āmnāyānusāriṇī on the Aṣṭasāhasrikāprajñāpāramitāsūtra,87337,Jagaddalanivāsin,88042,Aṣṭasāhasrikāprajñāpāramitāsūtra
94196,Āmnāyasūtra,86780,Bhaktivinoda Ṭhakkura,,
90542,Āmoda,85715,Śaṃkara Miśra,89093,Nyāyakusumāñjali
94425,Āmoda,86887,Kolluru Somaśekhara Śāstrin,89093,Nyāyakusumāñjali
95583,Āmoda on Jānakīnātha's Nyāyasiddhāntamañjarī,87821,Subrahmaṇya,90902,Nyāyasiddhāntamañjarī
91031,Āmoda on Vyāsatīrtha's Nyāyāmṛta,44704,Vijayīndratīrtha,90890,Nyāyāmṛta
95321,Āmodarañjanī on Kṛṣṇānanda Sarasvatī's Śivatattvaratnakālikā,87589,Padmanābha Śarman,91521,Śivatattvaratnakālikā
88466,Amoghapāśahṛdayasūtra,,,,
110176,Amoghavṛtti,41189,Śākatāyana,42519,Śabdānuśāsana
104478,Āṃpako varṇana,,,,
95648,Amṛta on the Bhagavadgītā,87878,Umāmaheśvara Prabhākara,42214,Bhagavadgītā
89302,Amṛtabindu,85378,Candra,,
95925,Amṛtabindūpaniṣad,,,,
41392,Amṛtamañjarī,40454,Rāma bhaṭṭa hosiṅga,,
104496,Amṛtamañjarī,,,,
95926,Amṛtanadopaniṣad,,,,
41475,Amṛtasāgara,40517,Pratāpasiṃha,,
105327,Amṛtasāra,,,,
109620,Amṛtasiddhi,,,,
96708,Amṛtataraṅgiṇī,85721,Lakṣmīdhara,42357,Bhāgavatapurāṇa
92379,Amṛtataraṅgiṇī on the Bhagavadgītā,86205,Puruṣottama Pītāmbara,42214,Bhagavadgītā
93410,Amṛteśvarabhāṣya,86465,Amṛteśvara,,
95802,Amṛtopadeśa,88009,Yodatta Jhā,,
41687,Aṃśabali,,,,
90237,Aṃśaveśāvatāraṇatāratamya,85620,Nārāyaṇa Paṇḍitācārya,,
90401,Anāditvapariṣkāra,85663,Nṛsiṃha Bhāratī,,
91472,Anādivīraśaivācārasaṃgraha,86018,Sampādaneya Siddhavidhi,,
88433,Anākaracintārāja,85156,Jina,,
88360,Anakṣarakarandaka(vai)rocanagarbhasūtra,,,,
95413,Ānandabhāṣya,85644,Rāmānanda,88037,Brahmasūtra
94964,Ānandabodhaśataka,87278,Gopāla Rāma,,
90809,Ānandādhikaraṇa,85845,Vallabha,,
95927,Ānandadīpa (Śivānandayati),,,,
92743,Ānandadīpikā on Bodhendra Yati's Advaitabhūṣaṇa,86286,Vāsudevendra Yogin,90992,Advaitabhuṣaṇa
105774,Ānandādiyogasār[a]ṇī,,,,
41789,Ānandakanda,,,,
42155,Ānandakanda,40296,Bhairava,,
41643,Ānandakandacampū,40658,Mitramiśra,,
92094,Ānandakusuma,86144,Rāmānanda Tīrtha,,
93166,Ānandalaharī,86395,Advaitānanda Tīrtha,44742,Chāndogyopaniṣad
93164,Ānandalaharī on Ātma Upaniṣad,86395,Advaitānanda Tīrtha,95943,Ātmopaniṣad
93167,Ānandalaharī on Īśā Upaniṣad,86395,Advaitānanda Tīrtha,95999,Īśā(vāsya)upaniṣad
93168,Ānandalaharī on Kena Upaniṣad,86395,Advaitānanda Tīrtha,96024,Kenopaniṣad
93169,Ānandalaharī on Puruṣasūkta Upaniṣad,86395,Advaitānanda Tīrtha,96099,Puruṣasūktopaniṣad
91247,Ānandalaharī with Candrikā thereon,85954,Appayya Dīkṣita,,
93170,Ānandalaharīi,86395,Advaitānanda Tīrtha,96149,Taittirīyopaniṣad
90259,Ānandamālā,85627,Traivikramāryadāsa,89941,Brahmasūtrāṇubhāṣya
41408,Ānandamālā(rasasāra),40471,Ānandabhāratī Yatīndra,,
104498,Ānandamālikā,,,,
93656,Ānandamayādhikaraṇavādārtha,86561,Anantācārya,,
93968,Ānandamayīvyākhyā on Viśvanātha's Siddhāntamuktāvalī,86648,Ānandacandra Sārvabhauma,91900,Bhāṣāpariccheda
95129,Ānandarājinī,87424,Kṛṣṇānanda Sarasvatī,,
93430,Ānandarasasāgara,86472,Ānandāśrama,,
90106,Ānandasamuccaya,85594,Samuccaya,,
96380,Ānandasundarī,41110,Ghanaśyāma,,
94183,Ānandasūtra,86775,Brahmānanda Svāmi,,
41228,Ānandatāratamyakhaṇḍana,40235,Aṇṇaya,,
92999,Ānandatāratamyakhaṇḍana,86329,Veṅkatācārya,,
92066,Ānandatāratamyasamarthana,86135,Appanācārya Sūnu,,
91023,Ānandatāratamyavādārtha,44704,Vijayīndratīrtha,,
92993,Ānandavallarī on Vedānta Deśika's Sarvārthasiddhi,86326,Nṛsiṃhadeva,90206,Tattvamuktākalāpa and Sarvārthasiddhi thereon
90541,Ānandavardhana on Śrīharṣa's Khaṇḍanakhaṇḍakhādya,85715,Śaṃkara Miśra,89538,Khaṇḍanakhaṇḍakhādya
92533,Ānandavardhanī on the Bhagavadgītā,86223,Rājanaka Ānanda,42214,Bhagavadgītā
95086,Ānandavilāsa,87387,Kamalākara Deva,,
112066,Ānandavṛndāvanacampū,40436,Kavikarṇapūra,,
42091,Anaṅgaraṅga,40892,Kalyāṇamalla,,
88222,Anantadhāraṇīdharmaparyāyasūtra,,,,
42049,Anantaghṛta,,,,
42053,Anantaghṛtavyākhyā,,,,
95928,Anantakṛdaṅgasūtra (A.U.),,,,
88704,Anantamukhanirdhāraṇīṭīkā,85221,Jñānagarbha,88268,Anantamukha(sādhaka)dhāraṇīsūtra
88351,Anantamukhapariṣodhanirdeśasūtra,,,,
88268,Anantamukha(sādhaka)dhāraṇīsūtra,,,,
94275,Ānantaryavāda,86820,Rāma Subrahmaṇya,42357,Bhāgavatapurāṇa
110257,Anantavrata,,,,
110267,Anantavratakathā,88000,Vyāsa,,
113254,Anantavratamāhātmya,,,,
96599,Ananthanātha Purāṇa,96364,Janna,,
94378,Anapāyaprabhā on Vedānta Deśika's Paramatabhaṅga,86865,T. Vīrarāghavācārya,90189,Paramatabhaṅga
97238,Anargharāghava,97237,Murāri,,
88631,Anātmaśrīvigarhaṇaprakaraṇa,85218,Śaṃkara,,
95817,Anattālakkhaṇasutta,,,,
88279,Anavatāptanāgarājaparipṛcchāsūtra,,,,
88070,Anban shouyi jing,,,,
90507,Añcalamataprakaraṇa,85701,Harṣabhūṣaṇa Gaṇi,,
42331,Aṇḍaroganidānacikitsākrama,,,,
92372,Andhakāravāda,86205,Puruṣottama Pītāmbara,,
89194,Anekacintāmaṇi,85358,Jñānaśrīmitra,,
88762,Anekāntajayapatakā,85238,Haribhadra Sūri,,
88763,Anekāntapraghaṭṭa,85238,Haribhadra Sūri,,
88765,Anekāntasiddhi,85238,Haribhadra Sūri,,
89117,Anekāntavādanirāsa,85335,Jitāri,,
88764,Anekāntavādapraveśa,85238,Haribhadra Sūri,,
92483,Anekāntavyavasthāprakaraṇa,86219,Yaśovijaya,,
113030,Anekārtha,,,,
112151,Anekārthadhvanimañjarī,,,,
113272,Anekārthadhvanimañjari,,,,
89503,Anekārthanāmamālā,85426,Dhanañjaya,,
89504,Anekārthanighaṇṭu,85426,Dhanañjaya,,
109609,Anekārthasamuccaya,109608,Śāśvata,,
114150,Anekārthasāra,114149,Dharaṇidāsa,,
88897,Aṅgaparāyana,85261,Śālikanātha Miśra,,
107044,Aṅgaparīkṣā,,,,
90989,Aṅgaprajñapti,85906,Śubhacandra,,
104294,Aṅgārajādyauṣadhanirmāṇakriyā,,,,
105329,Aṅgasparśapraśna,,,,
107587,Aṅgasphuraṇa,,,,
105209,Aṅgasphuraṇaphala,,,,
104226,Aṅgasphuraṇavicāra,,,,
107331,Aṅgasphuraṇavicāra,,,,
105212,Aṅgasphūrti,,,,
111606,Aṅgasphurtī Lakṣaṇam,,,,
93107,Aṅgatvanirukti,86378,Murāri Miśra,,
88123,Aṅgulimālikāsūtra,,,,
41831,Aniṭ work,,,,
42213,Aṇit work commentary,,,,
89694,Anityapañcāśat,85486,Padmanandin,,
88583,Anityatāsūtra,,,,
42347,Añjananidāna,40969,Agniveśa,,
41957,Añjanavidhānamu,,,,
41781,Añjanavidhi,,,,
105216,Aṅkacintāmaṇi,,,,
105218,Aṅkako Pāhāḍā,,,,
104370,Āṅkako varṇana,,,,
105214,Aṅkayantraślokavyākhyāna,,,,
41907,Aṅkolatailotpādanavidhi,,,,
95809,Aṅkura on Anuruddha's Abhidhammatthasangaho,,,,
41724,Aṅkurārpaṇaprayoga,,,,
41725,Aṅkurārpaṇavidhi,,,,
110952,Annapūrṇādaśaka,85218,Śaṃkara,,
110966,Annapūrṇāstotra,85218,Śaṃkara,,
95929,Annapūrṇopaniṣad,,,,
95858,Anonymous Sanskrit commentary on Nemicandra's Labdhisāra,,,89078,Labdhisāra
90810,Antaḥkaraṇaprabodha and Vivṛti thereon,85845,Vallabha,,
92111,Antaḥkaraṇaprakāśikā,86148,Soṣale Revaṇārādhya,,
91933,Antaraṅgabahiraṅgaprapañcaviveka,86120,Harirāja,,
105220,Antardaśāphala,,,,
108283,Antardaśāsūkṣmaphala,,,,
91108,Antargaṇadīpikā,85921,Vānararṣi,,
91184,Antargaṇadīpikā,85935,Vinaya Vimala Gaṇi,,
89816,Antarmañjarī,85524,Vibhūticandra,,
89218,Antarvyāptisamarthana,85363,Ratnākara Śānti,,
95451,Antastripuṭī,87699,Sadānanda,,
95467,Antimopāyaniṣṭhā,87714,Samādhivajra,,
113472,Antyaśānti kriyāvidhi,113471,Vidyādharavarmma,,
113680,Antyeṣṭikriyāvidhi (Utkrāntiyogavidhi),,,,
41646,Antyeṣṭīpaddhati,40338,Anantadeva II,,
93023,Anubandhadarśana,86339,Hariyaśomiśra,,
90816,Anubhāṣya on Bādarāyaṇa's Brahmasūtras,85845,Vallabha,88037,Brahmasūtra
94277,Anubhāṣyagāmbhīryagrantha,86820,Rāma Subrahmaṇya,,
92685,Anubhāṣyaṭīkā,86275,Ananta,89941,Brahmasūtrāṇubhāṣya
93156,Anubhavacintāmaṇiṭīkā,86391,Ghanaśyāma,,
93884,Anubhavādvaitaikaślokī and Ṭīkā thereon,86631,Appaya,,
93882,Anubhavādvaitaprakaraṇa and Guruśiṣyasaṃvāda thereon,86631,Appaya,,
93883,Anubhavādvaitasiddhāntasāra,86631,Appaya,,
94784,Anubhavāmṛta,87136,Bālakṛṣṇa Brahmānanda Yogin,,
93337,Anubhavānandalaharī,86447,Keśavānanda Yati,,
89156,Anubhavanivedanā,85352,Abhinavagupta,,
97927,Ānubhavapañcaka,85218,Śaṃkara,,
95818,Anubhavapañcaviṃśati,,,,
93415,Anubhavaprakāśa,86469,Dīpacandrta,,
94697,Anubhavaprakāśa,87061,Ādinātha Pārvatīputra,,
93946,Anubhavasāgara on Mahādeva Sarasvatī's Tattvānusaṃdhāna,86642,Rāma Siṃha,92004,Tattvānusaṃdhāna with Advaitacintākaustubha thereon
41411,Anubhavasāra,40473,Gopāla vaidya,,
90707,Anubhavasāra,85801,Nijaguṇa Śivayogin,,
95449,Anubhavasāra,87698,Saccidānanda Sarasvatī,,
92305,Anubhavatriṃśacchlokī,86192,Kṛṣṇānanda Sarasvatī,,
42406,Anubhavavaidyasamuccaya,,,,
88721,Anubhavavedāntaprakaraṇa,85225,Hastāmalaka,,
93859,Anubhavavilāsa,86626,Harihara Paramahaṃsa,,
95197,Anubhūtileśa,87477,Madhuvāmana,,
93885,Anubhūtimīmāṃsāsūtra and Bhāṣya,86631,Appaya,,
97745,Anubhūtiprakāśa,85636,Vidyāraṇya,,
93987,Anubhūtivivaraṇa and autocommentary thereon,86656,Bhaskarānanda Sarasvatī,,
95367,Anubodhinī on Śaṃkara's Dakṣiṇāmūrtistotra,87623,Puruṣottamānanda Muni,88644,Dakṣiṇāmūrtistotra
93275,Anugama on Gaṅgeśa's Tattvacintāmaṇi,86431,Dulāra Bhaṭṭācārya,90147,Tattvacintāmaṇi
94543,Anugrahabhūmi on Vyāsatīrtha's Tātprakāśikā-Tātparyacandrikā,86946,Satyapramoda Tīrtha,,
110749,Anukramaṇikā,,,,
94016,Anukramaṇikā on Madhva's Brahmasūtrabhāṣya,86668,Gopālakṛṣṇācārya,89940,Brahmasūtrabhāṣya
94967,Anulabdhivāda,87280,Gopāla Tarkācārya,,
111594,Anumāna Prakaraṇa - Siṁha Vyāghra Dvaya Lakṣaṇam,,,,
90561,Anumānanirṇaya,85720,Vācaspati Miśra,,
94429,Anumānapariccheda,86890,Śrīnivāsa Paramānumiśra,,
93319,Anumānaprakaraṇavyākhyā,86443,Bhavadeva,,
93298,Anumānasya pṛthakprāmāṇyakhaṇḍana,86439,Vedāntācārya,,
95819,Anumatasaṃgraha,,,,
91750,Anumitermānasatvavicārarahasya,86103,Harirāma Tarkavāgīśa,,
92264,Anumitimānasavāda,86189,Gadādhara Bhaṭṭācārya,,
93253,Anumitinirūpaṇa,86424,Rāma Nārāyaṇa,,
91787,"Anumitiparā,arśayorvādārthamañjūṣā",86103,Harirāma Tarkavāgīśa,,
91751,Anumitiparāmarśabādhabuddhi,86103,Harirāma Tarkavāgīśa,,
92191,Anumitiparāmarśavicāra,86177,Raghudeva Nyāyālaṃkāra Bhaṭṭācārya,,
41690,Anupadā,40715,Tirumala yajvā,41543,Mahābhāṣya
89195,Anupalabdhirahasya,85358,Jñānaśrīmitra,,
93743,Anupalabdhivādārtha,86586,Kṛṣṇa Tātācārya,,
41473,Anupānamañjarī,40515,Pītāmbara,,
41351,Anūparudrākṣādiparīkṣā,,,,
89451,Anuruddhaśataka,85413,Anuruddha,,
88868,Anusāra on Dharmakīrti's Sambandhaparīkṣā,85255,Śaṃkaranandana,88579,Sambandhaparīkṣā and Vṛtti thereon
92306,Anuṣṭhānapaddhati,86192,Kṛṣṇānanda Sarasvatī,,
89049,Aṇuṭīkā on Dhammasaṅganī,85323,Dhammapāla,88014,Dhammasaṅganī
89050,Aṇuṭīkā on Dhātukathā,85323,Dhammapāla,88026,Dhātukathā
89051,Aṇuṭīkā on Kathāvatthu,85323,Dhammapāla,88021,Kathāvatthu
89053,Aṇuṭīkā on Paṭṭhāna,85323,Dhammapāla,88025,Paṭṭhāna
89054,Aṇuṭīkā on Puggalapaññati,85323,Dhammapāla,88018,Puggalapaññati
89055,Aṇuṭīkā on Vibhaṅga,85323,Dhammapāla,88016,Vibhaṅga
89057,Aṇuṭīkā on Yāmaka,85323,Dhammapāla,88024,Yamaka
95930,Anuttarapātikasūtras (A.U.),,,,
94708,Anuttaraprakāśapañcaśikha,87066,Ādyanātha,,
88414,Anuttarāśrayasūtra,,,,
89154,Anuttarāṣṭikā,85352,Abhinavagupta,,
94372,Anuvāda on Vedānta Deśika's Rahasyatrayasāra,86865,T. Vīrarāghavācārya,90198,Rahasyatrayasāra
113078,Anuvākānukramaṇī,100028,Śaunaka,,
94278,Anuvedānta,86820,Rāma Subrahmaṇya,,
95450,Anuvyākhyā on Śaṃkara's Svātmanirūpaṇa,87698,Saccidānanda Sarasvatī,88687,Svātmanirūpaṇa
89936,Anuvyākhyāna,85566,Madhva,88037,Brahmasūtra
93731,Anuvyākhyāna on Vātsyāyana's Nyāyabhāṣya,86580,Gaṅgādhara Kaviratna Kavirāja,88353,Nyāyabhāṣya
90121,Anuyogacatuṣṭhayavyākhyā,85598,Jinaprabhā Sūri,,
95931,Anuyogadvārasūtra,,,,
94235,Anvayabodhinī on the Bhagavadgītā,86799,Kṛṣṇa Mohana Śarman,42214,Bhagavadgītā
95283,Anvayadīpikā on Abhinavagupta's (Īśvarapratyabhijñā)Laghu- vimarśinī,87559,Nāthānanda Muni,89161,Vimarśinī on Utpala's Īśvarapratyabhijñākārikā
94054,Anvayamukhavyākhyāna on Kauṣītakī Upaniṣad,86692,Śyāmalāla Gosvāmin,96023,Kauṣītakyupaniṣad
94053,Anvayamukhavyākhyāna on Kena Upaniṣad,86692,Śyāmalāla Gosvāmin,96024,Kenopaniṣad
